Unique Key,Created Date,Closed Date,duration,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
64742753,4/24/2025 8:55:24,4/24/2025 8:55:24,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11216,1314 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and prepared a violation but were unable to issue it.,2025-04-24,08 BROOKLYN,3011990015,BROOKLYN,997299,186483,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.6785199,-73.95295456,"(40.67851990000134, -73.95295456329085)"
64745322,4/24/2025 8:46:03,4/25/2025 0:00:00,15:13:57,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10001,20 HUDSON YARDS,HUDSON YARDS,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-25,04 MANHATTAN,1007027501,MANHATTAN,984172,213631,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.75304427,-74.00028153,"(40.7530442748837, -74.0002815272553)"
64745332,4/24/2025 8:21:47,4/24/2025 8:21:47,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10031,707 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-24,09 MANHATTAN,1020600031,MANHATTAN,999591,239600,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82430889,-73.94457006,"(40.82430888913169, -73.94457006021238)"
64744034,4/24/2025 0:24:29,5/6/2025 0:00:00,287:35:31,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11692,141 BEACH   56 PLACE,BEACH   56 PLACE,,,,,ADDRESS,ARVERNE,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2025-05-06,14 QUEENS,4159260001,QUEENS,1043637,154787,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.59133179,-73.78617196,"(40.59133179210731, -73.7861719586252)"
64741480,4/23/2025 21:47:44,4/23/2025 21:47:44,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467,3622 WHITE PLAINS ROAD,WHITE PLAINS ROAD,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,12 BRONX,2046620030,BRONX,1021605,259883,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87991397,-73.86491638,"(40.87991396787096, -73.86491638121691)"
64744071,4/23/2025 20:15:45,4/24/2025 0:00:00,3:44:15,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,1070 OGDEN AVENUE,OGDEN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,04 BRONX,2025140005,BRONX,1004091,243431,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83481492,-73.92829938,"(40.83481492189523, -73.92829938385677)"
64742757,4/23/2025 19:38:35,4/23/2025 19:38:35,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11225,480 LEFFERTS AVENUE,LEFFERTS AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,09 BROOKLYN,3013320007,BROOKLYN,999430,180717,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66269013,-73.94528468,"(40.66269012502017, -73.94528467568068)"
64733531,4/23/2025 19:17:05,4/25/2025 0:00:00,28:42:55,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,1420 CROTONA PARK EAST,CROTONA PARK EAST,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-25,03 BRONX,2029380009,BRONX,1012939,243360,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83459574,-73.89632516,"(40.83459573719419, -73.89632516252435)"
64735930,4/23/2025 19:10:59,4/23/2025 19:10:59,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10452,1314 MERRIAM AVENUE,MERRIAM AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,04 BRONX,2025310005,BRONX,1004693,245584,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84072291,-73.92611734,"(40.84072290722596, -73.92611733894246)"
64731341,4/23/2025 18:49:34,4/24/2025 0:00:00,5:10:26,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468,165 WEST  197 STREET,WEST  197 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,08 BRONX,2032500001,BRONX,1011397,257153,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87245827,-73.9018417,"(40.872458267974395, -73.90184170442664)"
64737060,4/23/2025 18:19:29,4/23/2025 18:19:29,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11230,1256 EAST   13 STREET,EAST   13 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,14 BROOKLYN,3067320028,BROOKLYN,994764,164805,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61902187,-73.96212776,"(40.61902187034261, -73.96212776376363)"
64738348,4/23/2025 18:01:25,6/6/2025 0:00:00,1037:58:35,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11372,34-18 91 STREET,91 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,,Assigned,,"The Department of Buildings attempted to investigate this complaint but the address was invalid. If the problem still exists, please call 311 and file a new complaint with the correct address. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-06-06,03 QUEENS,4014510012,QUEENS,1018446,214015,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75403213,-73.87657369,"(40.75403213291129, -73.87657369262645)"
64734632,4/23/2025 17:43:15,4/23/2025 17:43:15,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10455,1006 EAST  151 STREET,EAST  151 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,01 BRONX,2026740036,BRONX,1010835,235910,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8141542,-73.903958,"(40.81415419896685, -73.90395800138752)"
64737102,4/23/2025 17:40:14,4/23/2025 17:40:14,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10025,515 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,09 MANHATTAN,1018820020,MANHATTAN,994021,231956,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80333616,-73.96470665,"(40.80333616261588, -73.96470665072458)"
64737065,4/23/2025 17:33:45,4/23/2025 17:33:45,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10458,355 EAST  194 STREET,EAST  194 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,07 BRONX,2032820065,BRONX,1014456,254019,UNKNOWN,Unspecified,BRONX,,,,,,,,40.86384646,-73.89079509,"(40.863846461170276, -73.89079509080484)"
64734578,4/23/2025 16:38:19,4/23/2025 16:38:19,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,2815 BEVERLEY ROAD,BEVERLEY ROAD,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,17 BROOKLYN,3051390032,BROOKLYN,997950,174285,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64503811,-73.9506323,"(40.64503810578165, -73.95063230417935)"
64738344,4/23/2025 16:07:43,5/15/2025 0:00:00,511:52:17,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10462,900 LYDIG AVENUE,LYDIG AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-05-15,11 BRONX,2042980022,BRONX,1022466,250582,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8543819,-73.86185587,"(40.85438189777797, -73.86185587000068)"
64737100,4/23/2025 15:20:45,5/9/2025 0:00:00,368:39:15,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11691,19-15 SEAGIRT BOULEVARD,SEAGIRT BOULEVARD,,,,,ADDRESS,FAR ROCKAWAY,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-05-09,14 QUEENS,4158100030,QUEENS,1052735,156194,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.59512808,-73.75339972,"(40.59512808199396, -73.75339972090964)"
64734629,4/23/2025 14:59:41,4/29/2025 0:00:00,129:00:19,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10011,253 WEST   16 STREET,WEST   16 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-29,04 MANHATTAN,1007660009,MANHATTAN,984198,209065,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.74051175,-74.00018765,"(40.74051175141983, -74.00018764953326)"
64732402,4/23/2025 14:59:41,4/24/2025 0:00:00,9:00:19,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10466,3990 BRONX BOULEVARD,BRONX BOULEVARD,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,12 BRONX,2048200042,BRONX,1021852,263320,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8893464,-73.86400388,"(40.88934639713765, -73.86400388206638)"
64732238,4/23/2025 14:46:53,4/24/2025 0:00:00,9:13:07,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10453,1520 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,05 BRONX,2028800017,BRONX,1005020,247793,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8467852,-73.92492869,"(40.846785199904375, -73.92492869307259)"
64734579,4/23/2025 14:37:51,4/24/2025 0:00:00,9:22:09,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459,1006 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,02 BRONX,,BRONX,1011964,239453,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82387526,-73.8998647,"(40.823875260629066, -73.89986470421152)"
64731346,4/23/2025 14:15:47,4/24/2025 0:00:00,9:44:13,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453,2240 WALTON AVENUE,WALTON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,05 BRONX,2031820004,BRONX,1010976,251658,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85737745,-73.90338587,"(40.85737745245203, -73.90338587172995)"
64737058,4/23/2025 14:09:46,4/23/2025 14:09:46,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10025,515 WEST  110 STREET,WEST  110 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,09 MANHATTAN,1018820020,MANHATTAN,994021,231956,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80333616,-73.96470665,"(40.80333616261588, -73.96470665072458)"
64738473,4/23/2025 13:36:08,4/23/2025 13:36:08,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10474,1314 SENECA AVENUE,SENECA AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,02 BRONX,2027627501,BRONX,1015532,237659,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81893933,-73.8869813,"(40.81893932615144, -73.88698130286163)"
64739637,4/23/2025 13:26:27,4/23/2025 13:26:27,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10018,1045 AVENUE OF THE AMERICAS,AVENUE OF THE AMERICAS,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,05 MANHATTAN,1008150026,MANHATTAN,988306,213662,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.75312843,-73.98536056,"(40.75312843210841, -73.98536056416205)"
64733386,4/23/2025 13:23:26,4/24/2025 0:00:00,10:36:34,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11373,91-40 LAMONT AVENUE,LAMONT AVENUE,,,,,ADDRESS,ELMHURST,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,04 QUEENS,4015770001,QUEENS,1019146,210414,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74414557,-73.87406582,"(40.744145570561265, -73.87406581678226)"
64735827,4/23/2025 13:16:59,4/28/2025 0:00:00,106:43:01,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10456,1254 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-04-28,04 BRONX,2024530045,BRONX,1007718,243487,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83495973,-73.91519209,"(40.83495973238735, -73.91519208723962)"
64731339,4/23/2025 12:54:04,6/5/2025 0:00:00,1019:05:56,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11420,119-01 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,,,,,ADDRESS,SOUTH OZONE PARK,,,Closed,,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-06-05,10 QUEENS,,QUEENS,1034362,185410,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.67544254,-73.8193399,"(40.67544253790494, -73.8193398958351)"
64735822,4/23/2025 12:50:46,6/4/2025 0:00:00,995:09:14,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11106,35-16 34 STREET,34 STREET,,,,,ADDRESS,ASTORIA,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-06-04,01 QUEENS,4006060029,QUEENS,1004629,214935,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75659994,-73.92644166,"(40.756599938386486, -73.92644165560324)"
64731387,4/23/2025 12:47:45,4/24/2025 0:00:00,11:12:15,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027,301 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,09 MANHATTAN,1019520011,MANHATTAN,997392,234703,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81087155,-73.95252505,"(40.81087154694672, -73.95252505166603)"
64737072,4/23/2025 12:38:23,4/23/2025 12:38:23,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11226,2815 BEVERLY ROAD,BEVERLY ROAD,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,17 BROOKLYN,3051390032,BROOKLYN,997950,174285,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.64503811,-73.9506323,"(40.64503810578165, -73.95063230417935)"
64738349,4/23/2025 12:35:23,5/9/2025 0:00:00,371:24:37,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457,1818 PROSPECT AVENUE,PROSPECT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-05-09,06 BRONX,2029530006,BRONX,1014345,246039,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84194413,-73.89123222,"(40.8419441294452, -73.89123221590881)"
64738472,4/23/2025 12:23:20,4/23/2025 12:23:20,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10031,617 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,09 MANHATTAN,1020880080,MANHATTAN,997282,239541,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82415066,-73.95291303,"(40.824150659391215, -73.95291302756016)"
64731345,4/23/2025 12:13:52,4/23/2025 12:13:52,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11694,215 BEACH  101 STREET,BEACH  101 STREET,,,,,ADDRESS,FAR ROCKAWAY,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,14 QUEENS,4161570089,QUEENS,1033689,152092,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.58399564,-73.8220102,"(40.583995640250926, -73.82201020322188)"
64737071,4/23/2025 12:10:52,4/23/2025 12:10:52,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10022,407 EAST   59 STREET,EAST   59 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,08 MANHATTAN,1014540001,MANHATTAN,994908,215964,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.75944134,-73.96152813,"(40.759441341859606, -73.96152813133818)"
64733385,4/23/2025 11:22:29,4/23/2025 11:22:29,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10455,787 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,01 BRONX,2026530001,BRONX,1010009,235416,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81280075,-73.90694393,"(40.81280075464396, -73.90694393449172)"
64733440,4/23/2025 11:13:02,4/24/2025 0:00:00,12:46:58,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027,301 SAINT NICHOLAS AVENUE,SAINT NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,09 MANHATTAN,1019520011,MANHATTAN,997392,234703,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81087155,-73.95252505,"(40.81087154694672, -73.95252505166603)"
64734630,4/23/2025 11:06:53,4/28/2025 0:00:00,108:53:07,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11354,142-24 38 AVENUE,38 AVENUE,,,,,ADDRESS,FLUSHING,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-28,07 QUEENS,4050200017,QUEENS,1032334,216868,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76179826,-73.82642635,"(40.761798256572824, -73.82642635163941)"
64737070,4/23/2025 11:06:53,4/23/2025 11:06:53,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10471,6477 BROADWAY,BROADWAY,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,08 BRONX,2058512091,BRONX,1012884,268758,UNKNOWN,Unspecified,BRONX,,,,,,,,40.90430562,-73.89641539,"(40.904305618276084, -73.89641538543408)"
64735825,4/23/2025 10:54:03,4/23/2025 10:54:03,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10031,620 WEST  149 STREET,WEST  149 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,09 MANHATTAN,1020950046,MANHATTAN,998337,241373,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.82917736,-73.94909728,"(40.82917735694259, -73.94909727612125)"
64735845,4/23/2025 10:44:47,4/25/2025 0:00:00,37:15:13,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10027,314 WEST  127 STREET,WEST  127 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-04-25,10 MANHATTAN,1019530036,MANHATTAN,997903,234990,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81165851,-73.9506785,"(40.811658507114124, -73.95067850127197)"
64733529,4/23/2025 10:38:19,4/23/2025 10:38:19,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10040,450 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,12 MANHATTAN,1021580016,MANHATTAN,1003796,250000,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85284555,-73.9293463,"(40.85284555442006, -73.92934629554779)"
64734593,4/23/2025 9:40:06,4/24/2025 0:00:00,14:19:54,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10027,310 WEST  127 STREET,WEST  127 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,10 MANHATTAN,1019530036,MANHATTAN,997924,234978,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81162554,-73.95060266,"(40.81162553797893, -73.95060266317802)"
64734589,4/23/2025 9:03:44,4/23/2025 9:03:44,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468,75 EAST  190 STREET,EAST  190 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,07 BRONX,2031750001,BRONX,1012393,253684,UNKNOWN,Unspecified,BRONX,,,,,,,,40.86293381,-73.89825493,"(40.862933806053356, -73.89825493354691)"
64732401,4/23/2025 8:51:42,4/24/2025 0:00:00,15:08:18,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10027,439 WEST  125 STREET,WEST  125 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-24,09 MANHATTAN,1019660049,MANHATTAN,996592,235262,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.812407,-73.95541399,"(40.81240700006662, -73.95541399125658)"
64734628,4/23/2025 8:36:39,4/23/2025 8:36:39,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11225,446 KINGSTON AVENUE,KINGSTON AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,09 BROOKLYN,3013250001,BROOKLYN,1000129,181026,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66353704,-73.94276445,"(40.66353703547772, -73.94276444853864)"
64737101,4/23/2025 8:36:37,4/23/2025 8:36:37,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11106,35-16 34 STREET,34 STREET,,,,,ADDRESS,ASTORIA,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-04-23,01 QUEENS,4006060029,QUEENS,1004629,214935,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75659994,-73.92644166,"(40.756599938386486, -73.92644165560324)"
64733433,4/23/2025 8:33:36,4/23/2025 8:33:36,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11106,34-43 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,ASTORIA,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,01 QUEENS,4005830011,QUEENS,1003319,216374,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.76055255,-73.93116604,"(40.760552546486934, -73.93116603917409)"
64735826,4/23/2025 8:30:31,6/11/2025 0:00:00,1167:29:29,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10025,945 WEST END AVENUE,WEST END AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-06-11,07 MANHATTAN,1018920013,MANHATTAN,992908,231451,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80195124,-73.96872751,"(40.80195123690466, -73.96872751420923)"
64738460,4/23/2025 8:21:29,4/23/2025 8:21:29,0:00:00,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11210,3620 BEDFORD AVENUE,BEDFORD AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-04-23,14 BROOKLYN,3067710006,BROOKLYN,998328,162943,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61390612,-73.94929385,"(40.61390612071512, -73.94929384671877)"
